destination_iata,city,country,attraction_name,category,description,tags,best_months,image_url,formatted_address,rating,user_rating_count,latitude,longitude,google_maps_uri,good_for_children
HKG,Hong Kong,China (Hong Kong),Old Hong Kong,tourist_attraction,"Antique trams, quaint streets & old-school shops make up this replica of mid-20th-century Hong Kong.","tourist_attraction,amusement_park,amusement_center,point_of_interest,establishment","October,November,December",https://places.googleapis.com/v1/places/ChIJU_QxhyYABDQRGQNnzC0qgFI/photos/AU_ZVEEYw5eiYl1rTzWhzoW0KStkGqhFQSLL2zVTV9elVUnO23kHxJezHBRQsYW0hIbQlqhlnvtX0NULSRt1qQ_rIjf7Y770kpGOg12oGMVFOL7S2NZ0jqDjVNBo2Ogun2wTERhMKRv_i63BN-W-Y0WenlaZNuJB0RCHh_s2FFWaI-M4ZW7TB8gIaJEHAwSRO80uS5sf9LC2e--sgZYzNMewtSbLeQVdcVZL3lc8R-dbWYeL49Y1y9WIOHUeM2Lt7lD0ZDN1wto5s6G4qxC05WGhg0pu9BDtS32p6yOxjoVO1r-Iaw7m0vXsGb3oiG2X8MUphPxR376Kyrf2_yqd0tuKtG1kdy5qcJfPlRNGbBY4iPrFtLyAGRkX9lBAu7WWvJToU5K8lxpUragEXgRUD2JeXtTBUBvYlFXd0euDKW5FMPLufW9q/media?maxHeightPx=400&maxWidthPx=400&key=AIzaSyBGqPSoZtuSxawtrVO9GCXZ-Yq-lk2r-Yk,"Hong Kong, Ocean Park, Wong Chuk Hang Rd, 180號, Ocean Park, 號",4,90,22.246140699999998,114.1764989,https://maps.google.com/?cid=5944797884320252697&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True
HKG,Hong Kong,China (Hong Kong),Good Wish Garden,garden,,"garden,tourist_attraction,point_of_interest,establishment","October,November,December",https://places.googleapis.com/v1/places/ChIJpSVN3dgGBDQRetkb-Q3Le7I/photos/AU_ZVEF1Wc-ZTea7FKq4k4EVnwcQsCWhILSHgUDFUpEDZDwOXyCHC0JmjehCYLvOudiS4jVSdT3lqfHgRq0QZud5-jRM5l2qtD8441Z6n2rYFlfsQU3wfQkwuTXCsyCY9l_qxNARePD3JgCFoSlzwxPXQo7Pp6U8NHyruoONyVa-NtaucWuFSqsXky0qAYgWuFUAGfTKm_316ZyJtwruD4MHmjGZvdA-z6nLqCd5zSLEVVFLGIFQMfsQg68zOsVF6u-IQBCYsQqYWFiWzRGIZP4KRpNN1-vfgwNPbDTE_zWr98vtk93Worecg1DUxIqEq6vI0vR5Iqk-LPkzXtLibbiXq9jWUVLWe86mLs6cqXKtoANWT5PqYqBmbqHp2G9M9vHBNxIr-uxRUFeYfFxoEsPWmAhgmdeAL17F35tZlygUw9ka1algwF-P5V3-xLcb7zqJ/media?maxHeightPx=400&maxWidthPx=400&key=AIzaSyBGqPSoZtuSxawtrVO9GCXZ-Yq-lk2r-Yk,"2 Chuk Yuen Rd, Chuk Un, Hong Kong",4.4,115,22.342896099999997,114.19372779999999,https://maps.google.com/?cid=12861096421760948602&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,
HKG,Hong Kong,China (Hong Kong),Hong Kong Wetland Park,tourist_attraction,"Large wetland reserve with a visitor center featuring educational exhibits, a cafe & souvenir shop.","tourist_attraction,park,point_of_interest,establishment","October,November,December",https://places.googleapis.com/v1/places/ChIJdatHU4vwAzQRHJ18HlcBxdE/photos/AU_ZVEFm1hKUXtkitJ04GNrf5jXkK6Ybx9Mm-_T8fzQxTipspOW4g9BqpRxuBEY4TPdUgiRqRxQDzjx6whaGLl0kqiD2Y2XbN9546D4nIwDhBCDItu7J9mP3cjznpFqgeUfxdbn7gZjCuYYKlzmv_GL5nphs4dBTiBZ9RTTUCMant9Axxe99SdDNxyhkpF9s5buS73Uq6wbw9SznklLx-65_ZzQ9eOovoSsQLCW4vjkNUb2O2aoFsRtU3FMpVXIWdaP6i_3PSx8jQ6Hg_VQC0yWp1Pj7JZodynQbVCPMw1sgLxrMnvGub9qQu8oSY9J1BUlaOCLcUt8NAVeR4cW-xgu1ccyKGnjLV1tELYCwwlR18n34eWNpb8kEJ4fsEwXu8nu2zR_pyp0aTOi2kixl3xOQggGlKvsPJdDkVg_CUMQAv2IUC1v1/media?maxHeightPx=400&maxWidthPx=400&key=AIzaSyBGqPSoZtuSxawtrVO9GCXZ-Yq-lk2r-Yk,"Wetland Park Rd, Tin Shui Wai, Hong Kong",4.2,5626,22.4700585,114.0065831,https://maps.google.com/?cid=15115489198024203548&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True
HKG,Hong Kong,China (Hong Kong),Causeway Bay Typhoon Shelter: History and Culture Walla Walla Tour,tourist_attraction,,"tourist_attraction,point_of_interest,establishment","October,November,December",https://places.googleapis.com/v1/places/ChIJz0aegU4BBDQR8TQgTDD7i98/photos/AU_ZVEHGTfzOUcZj8b07HUem6myRqZa7xNcO8fqy3Yl9mHSig4WjGm6t68PLX8kgIYRJElTZN1Q19j9gUVLlN9iMYMZRfDkOuekr7I2PmKsgmOiuuzS0xWGIauWmXPYleliMEzCrh__L6zBiX8CQ3ICoo0bbcl-0ldeEbjQaTtvwnEdm1MlfnMZ7ihSkRJTiIeku8LNepdv7eb7Cel1ngTOgPHaHagrqyxvYJr-cUoalNOG2lazmBhcxTUmNSk-MLuDGqLERUIDZT1luYy3-8sq7HreC4E9jtZ8rzPf190fefq7XzfOvXBAMOXRTrgaS100eS253omtiiD8nB_E8JSdDJpqMzR241dnYHzvZ7BTmRXol89Qcg9Jt5_Hb7PGz5UdUJjdPYngQL8CoDV-DCcJ5Gp7BOWsM93rhG_qMHrA7GD1_yiuT/media?maxHeightPx=400&maxWidthPx=400&key=AIzaSyBGqPSoZtuSxawtrVO9GCXZ-Yq-lk2r-Yk,"Hong Kong Island, Hong Kong",4.4,11,22.285142099999998,114.18960399999999,https://maps.google.com/?cid=16108244677074892017&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True
HKG,Hong Kong,China (Hong Kong),The Peak Tram,transportation_service,Victorian-era train taking visitors to the highest peak on Hong Kong island for views of the city.,"transportation_service,history_museum,tourist_attraction,museum,point_of_interest,establishment","October,November,December",https://places.googleapis.com/v1/places/ChIJx_WyiXMABDQRJnFIJdc19Kw/photos/AU_ZVEGxnzEidwUv6UAlb6bLfZTqjZ0gLGA3MF946Woigw0QfQ16vuZwishtc2mlO-2SWT0elUWrHMDSva0iJbxLJTfBzmc2_LNA_-qEQ1y275_8K_DrUq-KAiKJeNrkWGQHTFHEQbIDQ_5VIaSph3RljDo4p8dtC5BFmf3nbe979OL9sWKrdn7WVv7cZ-3xA3OSXwij1ueG8AhAm7gV7AvCf2IGNDrggixRO0dcxV2Bs4zeI6nj_8HIaPJpuH-Lj84ob0XmkV04rK4jq7PtVUvOHTxWWnD_02DywKFrhx09NErOubFVz-RThtc8Eu-ievW2i7-ZpirJLu2q2234xqNif5AwJUkw2zDrRZ95Y5CDpdxa0sYp20YKei2KA4Wjed08hTnVkU2PCQDI7jxZcBKUH1pGoLHetKEXNNKKKotDiz4/media?maxHeightPx=400&maxWidthPx=400&key=AIzaSyBGqPSoZtuSxawtrVO9GCXZ-Yq-lk2r-Yk,"St. John's Building, 33 Garden Rd, Central, Hong Kong",4.3,24915,22.2776827,114.1591909,https://maps.google.com/?cid=12462645267000750374&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True
HKG,Hong Kong,China (Hong Kong),The Reunification Monument,tourist_attraction,,"tourist_attraction,monument,point_of_interest,establishment","October,November,December",https://places.googleapis.com/v1/places/ChIJVdlZOV8ABDQRfzxkF4Y0KGg/photos/AU_ZVEGnXIqjyhmNG0N0yYiSorsOLsRTiy2SWMdQ-8Yac_WIXcbv9nXmq999QftSopqZFsMlAJ1t3qm7rfjJ8yyapiWW5sievoGZj3757V1WHHeq6vpo4dwplkGllLBONp1QVIOwhO-AJCaAI_1NAByMHJH22V9BW1WpMxJbUQDidmliWDhlEsqDphxUwDowC7EjEUdf7StxWRTaQ4Huzc58vTG5399HMxGmhRf-VaGAzyG7eUqagK4Sw3EMx4sbMw-aK27tWZk3z710vJzGXM5ueleJFVz3xQRyl4eDgqvxBQOHj_lJk03jmYSySHpSD26ZfBvDweggxrqYwlZhGu3HBzg9jdE3B0PrJCdzUK2QvRrjnm6zh1aA7YZGIJPQHhMJ6NDEnB2e3SDYGJjxBKWXW9QGGzrHN5ZTtWLYG55G95PNh78/media?maxHeightPx=400&maxWidthPx=400&key=AIzaSyBGqPSoZtuSxawtrVO9GCXZ-Yq-lk2r-Yk,"海濱花園旁, Wan Chai, Hong Kong",3.2,131,22.284433,114.1721706,https://maps.google.com/?cid=7505306529535638655&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True
HKG,Hong Kong,China (Hong Kong),The Garden of Stars,garden,Popular film stars are honored in a handprint installation modeled after Hollywood's Walk of Fame.,"garden,tourist_attraction,point_of_interest,establishment","October,November,December",https://places.googleapis.com/v1/places/ChIJs3BX1_EABDQRCUg1o4EC9zU/photos/AU_ZVEEtd_hVJd-eJuhEuTWAS42jVDnMhPqPR7-XX00RUiWoN7F9ZGNl6MFte8wMTZwwpYF9w-xP3A5NAk7GGd60xlunIS8YF3jEJ3aZJGi986V6e4cYTzf2l-bgx2y_2AQuTarzKqHx_C4CCkIwFD7BW8yS4ec1ji-hGn0l3rW7BEL6LKmoByK_tNHyiS6rkyUV2E8thhZbeuo-YEtq8HxojdPF88Ukm8G1WCUySJFcpxNcXVFsUox_51sMajxpbx-KQVrkKh2d59mIOVKqmvp8nmpX_TGV1yCjW9prq3xp621xzVFT0_eCds5pdzgikD8PLVWCNwF_CGKlZlqrjSMv6jufaN2sJZkI7fiIHHytKYsXdEAUqFzo9j3uCJhDhb4bJAHao2TQtQQeLfvV1CYOX_BUCe7x-07jflUL3ed9nEygbA/media?maxHeightPx=400&maxWidthPx=400&key=AIzaSyBGqPSoZtuSxawtrVO9GCXZ-Yq-lk2r-Yk,"Tsim Sha Tsui, Hong Kong",4.1,581,22.296521499999997,114.1759033,https://maps.google.com/?cid=3888579559069927433&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,
HKG,Hong Kong,China (Hong Kong),Sky Terrace 428,tourist_attraction,"Unique structure with shops & dining, known for its Sky Terrace, a platform offering elevated views.","tourist_attraction,point_of_interest,establishment","October,November,December",https://places.googleapis.com/v1/places/ChIJR1J4iXMABDQRspBsr9ViNFA/photos/AU_ZVEGeiGWFMfGi83rLbK_3kX7DRN1I43X-c138DmCXoXgjwvb03Z3-Fcwwcp1F3WhuwdY7QNOcqJq5yIYsovqT5Sk_A9tfWKWsKGKv1xxi6dmgslSZh9lYdRmuH5X0UuKqWdZnMs801LATByWpVu4RG_RXCtkrywfBW-Md1RD1b-PVLspSApyFhG2dGgSIcBQlPmP7VktiT9Y4SXxUtrGoWS-Te3hZvbWfPakfx8poy_4jtuOPiDwNdqYk9zP3b32UIAafoknzTiyp-iJzq2BeTE8cC-0hYJ4E1doytb0T6yVbGCdnhlg8zxvSRCQkj6J5QlpLOIsOa9dEj08AM00Eupxr48GPDH8nqm5__UQeUbhkUhZ_o2WrPEI2LBZbkZc0oNS-YdW5H75FsjppE1NZl3c6touil5D4VukeaMdhey_LG2gHzM6VltHtlfzChMhU/media?maxHeightPx=400&maxWidthPx=400&key=AIzaSyBGqPSoZtuSxawtrVO9GCXZ-Yq-lk2r-Yk,"1 Lugard Rd, The Peak, Hong Kong",4.5,3938,22.271219199999997,114.15024149999999,https://maps.google.com/?cid=5779352891733872818&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True
KUL,Kuala Lumpur,Malaysia,Istana Negara,castle,"An iconic landmark, this grand royal palace with golden domes is a popular place to take photos.","castle,tourist_attraction,historical_landmark,cultural_landmark,historical_place,point_of_interest,establishment","May,June,July",https://places.googleapis.com/v1/places/ChIJrcImKFhIzDERyKp873i-bdM/photos/AU_ZVEHVE9adEvwJPOOh6-dHWZMWrlBH1BqlpiJnfRK-Aux2sgQYf3PgAPNgEY6xlVoDZoOyszz0VBXRLlL8DNyp5y6VkE5KS6ZDRyhCW76eMMPbKWWcKI6uQ7ppc3g4SgOGFHUs4BCp0WE2sv0WseWF1eUB4mRA4XvFbtuht6uFXcHQW3usR2MoVbUpdgbcH_961ZjUGS5WnujgUnHSXJqqhpGIjJbUtvvytwDnZfJAvm9dXwT34z12S7su5o5jUH3E4xkxE9efDzokpISf19GE62l8fUe25R8m8tKa49mpFckJoJ2cva1RCCvxTMiCUm-EufQI9mktglVpeXmSE1dYcyZvUjO9fh6qipCRIt9R7FSVFwK4Sa_rdFAAN8pif_ozjs2Mqa8qegOFc9eUYjwu25pvGMdBFrhfU-Cx0sJbq6GwtcXJ/media?maxHeightPx=400&maxWidthPx=400&key=AIzaSyBGqPSoZtuSxawtrVO9GCXZ-Yq-lk2r-Yk,"Jln Tuanku Abdul Halim, Bukit Damansara, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",4.3,7609,3.1614817,101.6634404,https://maps.google.com/?cid=15235042541087533768&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True
KUL,Kuala Lumpur,Malaysia,National Monument,tourist_attraction,"Landmark national monument dedicated to the 11,000 lives lost during the Emergency.","tourist_attraction,point_of_interest,establishment","May,June,July",https://places.googleapis.com/v1/places/ChIJt0fqfrVJzDERy_5oON8Eb5I/photos/AU_ZVEGiUh4aI2hNOKJrUj_IodJIsftOAin-bS5M2I9OCFbIBS8XeWr4E0arQyElba154jEAaT3f38eZeKcNy5JLdruD2OUyvvfpHGDj468AkgT0jnC1HY-5r-Y4Iu1ExByHuDlRIDcsk0sIHJVBbZjMsZY66hs0SWz3jDLb7Vy-tmqec8AprhH8TDPSiAY8XfPWAoGdws0dVGvxGVsjaQ0zEej7mdVar4q-5Ub72Ga-QMjWQ8yy-3Q-B6u1vnj7Pafm6pJyYrq6FsTzaL3wkVsx2seZzFbAgBC4TFVpLjYzV5SsvOfWFShACg5LGKAQKSH9KQIhkt0St3geVxxbkuw3BpAjPtOf66yJCC7jdJFhvPSDKEjNX6tfpJqURmAkYdop8Fo2B8_7bXWCqqmEIIQD64qdSqu_RU5obvYSDY5k-WCrEG33/media?maxHeightPx=400&maxWidthPx=400&key=AIzaSyBGqPSoZtuSxawtrVO9GCXZ-Yq-lk2r-Yk,"Perdana Botanical Garden, Jln Parlimen, City Centre, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",4.5,4300,3.1488546,101.6838276,https://maps.google.com/?cid=10551657808722984651&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True
KUL,Kuala Lumpur,Malaysia,Rumah Penghulu Abu Seman (The Penghulu Abu Seman House),tourist_attraction,"Restored, traditional wooden Malay house, built in a Kedah village in the early 20th century.","tourist_attraction,point_of_interest,establishment","May,June,July",https://places.googleapis.com/v1/places/ChIJQd6sOS02zDER_HJnQBZXwXM/photos/AU_ZVEGH7Cc5SIQT5SMjNsohA8Ey09nQHzU1nOsuaF9hs0VySdZE1xqiiBqfg-vTZeOJVUNqoT3akR0a3A-dS2lPy0AIsdlMnNpGkMgALJo6tPsMqp8OlCwEeebfWqj3eoGKLobBR7Tr8SIWBAqJNqp-Qa6zgivT0h_Q5vHkf7XdyEuEWks3pR3aP_Y9yhUTc7vS-8HfqrdOblCM-fcRtTk-GjWVc4YdFTdG3Z-3MT8hn-iIfRxfweRa6CncjD5HB8IyQ_xQ11YsrVV4hvyjC4-M4oZn3mKsxR5csMi9aeaFbTiLL_hsXmJ6ugnyHn2yVPejVzXHBc1isH6xEgEvGCbSKmCiep-gW15AotKNLM2Kl4vwdbxpU4e6Z27imIQb32YkUkhbGA2n36e2_OCBHfMELPUSacXJ09uzSV1KGjaQmdkr37G2/media?maxHeightPx=400&maxWidthPx=400&key=AIzaSyBGqPSoZtuSxawtrVO9GCXZ-Yq-lk2r-Yk,"Badan Warisan Malaysia, 2, Jalan Stonor, Kuala Lumpur, 50450 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",4.5,192,3.1502708999999998,101.71646360000001,https://maps.google.com/?cid=8341043737948287740&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True
KUL,Kuala Lumpur,Malaysia,Golden Triangle KL,tourist_attraction,,"tourist_attraction,point_of_interest,establishment","May,June,July",https://places.googleapis.com/v1/places/ChIJ____v9Q3zDERoFPBezTsifE/photos/AU_ZVEGjOvKVr6dUATvGM1hIQw04aPiS2g2uHYIUl5iagx2KMDjrbNaxbFshhAwUex9pwiU4zZR_QNMHYHJQI6HrkX4Tst8LDhT3Zw6SzEtdXQ2f_gQmfc7nmGcILqC-k0Nx8Qa0fD0Ta_khGx8U07hLN1zSSCuj0F4ugI9avrMtWz2jypJJY7xCK3g7760cj00obtMLt-OVLTEggZuRlKJYkdUSlsoXtvm0zkYEtaSLGHLBvePSqhrHY3-lQOEQRE7jl0bCc6zK-L7KXNN7FgyduOIgskfDMjBEb82JmkoDNIBaLP0veDuxt93Hlcd8qkeLvE2dix282bJYIYT3FLsAFghwDpa4E8yjtWfX3e26ojzGFt2hYjX2tjnXz1Y2uvapoEHlgWk2C04Kji2EV3V-4I4uyMY8ChGzV4Cn4uokErhjeo03/media?maxHeightPx=400&maxWidthPx=400&key=AIzaSyBGqPSoZtuSxawtrVO9GCXZ-Yq-lk2r-Yk,"Jln Ampang, Kuala Lumpur, 50450 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",4.6,504,3.1592056,101.7102932,https://maps.google.com/?cid=17404701945108714400&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True
KUL,Kuala Lumpur,Malaysia,Sky Deck KL Tower,observation_deck,"At 300m above the city, a viewing deck popular for panoramic photos taken from the glass Sky Box.","observation_deck,tourist_attraction,point_of_interest,establishment","May,June,July",https://places.googleapis.com/v1/places/ChIJ2bGhHitIzDERu5AcQE6tHhg/photos/AU_ZVEEt2OXvL_FPuqdC-2FvWl_JwHgmNgYVty89-7Jf51XOFSVPF1HukEZ0vUYSKJbE8FG2agBK_T0dvKXD9UH_uEn0gNLZM9-T8cwdEvAen0HkH4OgFPw--vshVNG6aOILl7sRU1GKtw9SyqJXD58yfcGMXlyxWpFq0grzPNDXgGBxsFhpSBcZcYBuoNDRLOizFBBgS9rSLgKogIwZu6vJie1rCxRdI3tRuqYrrDjqq5aYy6Wnycdnst326ci16YNBxXj6O-7vmAp684zhptL0P0RQ2Eiw4wgv8YOroL-36g3UWQ-Ywb8arnZugyTfptPQ1XRQ_59l3xN0fOiHo-u6PmYJW0zhHR4yxlXfQTWBn0QPldQfrS9BvzHHcPEcb8YFciHEnoftQRYua5jXOesIJOQfGM5N4tzZy8HGU3yVR4Y1Ig/media?maxHeightPx=400&maxWidthPx=400&key=AIzaSyBGqPSoZtuSxawtrVO9GCXZ-Yq-lk2r-Yk,"Menara Kuala Lumpur No. 2 Jalan Punchak Off, Jalan P. Ramlee, Kuala Lumpur, 50250 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",4.6,5731,3.1528159,101.7036967,https://maps.google.com/?cid=1738017057806258363&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True
KUL,Kuala Lumpur,Malaysia,River of Life,tourist_attraction,,"tourist_attraction,historical_landmark,historical_place,point_of_interest,establishment","May,June,July",https://places.googleapis.com/v1/places/ChIJkSBUv7hJzDERQbxP_WdwMrU/photos/AU_ZVEHGJau3-VCISawevrfKVy9oaGAA04FIt-DnV4WHvsWxdivs7CidZ1iKhfANsxOv1yA4htgjQ29fY5WLyfbButvvNTZgaG43PacOr06MpTWGcJHwqV0OeRGH4Eim0vKoISJ1us5RTRIIjmxyiWfM1siAfcryDydzHVw3VMzPESB3IujXYCEDuCwQIJ5eJF82nZAiokHD3V_Gf9pE6tpDMxcFLJT6B3cHPeuHnGfZ3j0BWGzG3cRW7yFM5AN-f0NmEPhGRJW0viUohWHSin_DR7dALv_Q2sRF700p21qFJGsbiqWSFiiBSjKoW36Bq-V02NpWoUfjcqn7mqIVbolpwub2DpDbwhaPyHC8UgQOD1qzOWn_T1ByIpHZ1WsmMuwBLKc96e9T4T1MufHqyFg9Xm8nrw9wvsXDL9FVFGFx2K3dtfCP/media?maxHeightPx=400&maxWidthPx=400&key=AIzaSyBGqPSoZtuSxawtrVO9GCXZ-Yq-lk2r-Yk,"Jalan Benteng, City Centre, 50050 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",4.3,1242,3.1477516,101.6952781,https://maps.google.com/?cid=13056621861634292801&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True
KUL,Kuala Lumpur,Malaysia,Kuala Lumpur Butterfly Park,park,"Expansive plant- & flower-filled garden with over 5,000 butterflies, koi ponds & a gift shop.","park,tourist_attraction,garden,point_of_interest,establishment","May,June,July",https://places.googleapis.com/v1/places/ChIJ8wfIRclJzDERbd5b45ki4WM/photos/AU_ZVEE8pXngqmodzApiUuV2WzauWq02IQUuRm629nDYx9v0RLbkz-DDpVR5v8FieaSQHcDzuK0F7Fpbes-rbukvzuy6ejnKhMwYGpIRE-Qy6yUDk6c7bmDb3rbLpo5it5Hag-K_sOOZhEP8YvLFeyFPMtT4CvTVlyRpJXdThmwoK1dLQ0_Js0fWJFcwPa3quwdG7SfhmlwgUMR3uQs8kyqX_kPmMzeuiBwFHDQaBeLKIiKaxTHLmonGOO8qqxdSLEyZ2fWj7d0CvqF57mdd9wNUp8ljQtlkytbjnVrIWhrfJjtZNQJuMhgw58uuuqbR_P9YTd4klznF6mFlvmk7n4ilSSgxr2_1HSpLMszr1K2P7cwJdhVJZ-Jk7UFFNUgZdD1SMSbU-9g8Wb-eXuSAABU6BbpZwMgy8ZRtoto4D6mbNII/media?maxHeightPx=400&maxWidthPx=400&key=AIzaSyBGqPSoZtuSxawtrVO9GCXZ-Yq-lk2r-Yk,"Jalan Cenderawasih, Tasik Perdana, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",4.2,5978,3.145777,101.6889059,https://maps.google.com/?cid=7197071723854552685&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True
KUL,Kuala Lumpur,Malaysia,Laman Perdana,tourist_attraction,,"tourist_attraction,point_of_interest,establishment","May,June,July",https://places.googleapis.com/v1/places/ChIJ45G5GchJzDERb5dgdFbyuSs/photos/AU_ZVEF8F3OO9uU1J8n2W1XeZY44wjrViM-ViPKGH1kfbxICxWLzojOcRpepFdu9365z54WXiIhicW1pDblMIAs8xZswAHW0Myj76TVJq1kxFQDfgH3l0PdiBpRfGex4yXO2cgWYpndwOjTTobTvKeHNTNVznH9BAwPpKHBZGU5nDf4znI8RTtv-d8VxSDqQWzadFJVg24fbWvfWw7mntjoGTFNwN1vmKVeG1JOd49rGXSwpNEPNEo0aFii6slFDhh2deKjm1dpMlEtY5Nb4a-LM0_ewK7vAFtixZI_L_bsno7IEGbFHtvTmGP4zX4NOeBpll74Aoruq4k3vhOaumympy11NRZryMjzi3ItKtxSTERVQ6ip7Rp5gnDlO72fgQjMNLeqylFg-MryVXl4kRvNuxnFqwdhAQXO10KoS4rvusHf3ow/media?maxHeightPx=400&maxWidthPx=400&key=AIzaSyBGqPSoZtuSxawtrVO9GCXZ-Yq-lk2r-Yk,"Perdana Botanical Gardens, 50480 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",4.6,268,3.1427842,101.6846621,https://maps.google.com/?cid=3150815867455969135&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True
CAI,Cairo,Egypt,New Downtown du Cairo,tourist_attraction,,"tourist_attraction,point_of_interest,establishment","October,November,December,January,February,March,April",https://places.googleapis.com/v1/places/ChIJo-txbtpBWBQRAIgkwyxVM3k/photos/AU_ZVEGFnsKFJfWlDAEPzjgldOLI4ZGfxRBAFi7_C2uQ6aNJx6lFxKR3B9K_bnYid5vCvbWfD8xPMzMtXzcivU9KpwQvcq_oRSnGJxSUe3d5bBfjaiu87ELf6crpVJ8MMqjostVGfXWTohIJXPZNSQ6D5InI9R-zLUxIpEmhLYblFGa45mj2gLLqOZc59UCb6QCnGfQKQaZugS6MuKHHHnLRmngpkVTpCxtJXJr6YaXiULbxeA9oSOmShbjXCAEW76M3aankUTmE1LC2xMmGwx1Hd4n9K1FnUvyp8oMfiW0t2nw3hJUmYRWtvMeC35eefvwFC_8OBzc5CXWYqVtovlT5z-3w_kOkb4YaGsgVblIL25PrTI3TOfOQjV_n-YIM2Us2cW000PnIuVs2GQohm01V3XbCYMFo2dEIuhvF4yehNcI/media?maxHeightPx=400&maxWidthPx=400&key=AIzaSyBGqPSoZtuSxawtrVO9GCXZ-Yq-lk2r-Yk,"تقاطع شارعي طلعت حرب مع, 26WQ+W8C، شارع محمد صبري أبو علم، باب اللوق، قسم قصر النيل، محافظة القاهرة‬ 4280124, Egypt",4.1,52,30.047322700000002,31.238277600000004,https://maps.google.com/?cid=8733417753142396928&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True
CAI,Cairo,Egypt,Ahmed El Badawy Réception,tourist_attraction,,"tourist_attraction,point_of_interest,establishment","October,November,December,January,February,March,April",https://places.googleapis.com/v1/places/ChIJP0iV3WlBWBQRJ4JFsnIYnJM/photos/AU_ZVEHifJ7pzGlnFif8hXN_AVWyYTq30qZNGgeZvL8gSLokNO5L9m4He7PHyuOC3pg6b0mZxt1AieaHtKWC-8_YQY4msh5-ujw-lQQaPo2ewNJyD257TDegNoIb_zC-qrI-RPy-pbfwruJIyWNPp8fvnGXG8rp9sUWYTH2MH-8dx_1eFqgQz9vBWELXffSzUtkqY_P0kbs3VCK6AJ8Bh-i39Zu9hAc0hp1awEEOtSsd7RKyJ227lHTqEJQFw2y1WhTKEWwFb-LJHMjwk3aH1bD3MEzX_1QnQkB1nOQwGvHbJ7mAGw/media?maxHeightPx=400&maxWidthPx=400&key=AIzaSyBGqPSoZtuSxawtrVO9GCXZ-Yq-lk2r-Yk,"Cairo, Qasr El Nil, Cairo Governorate 4272010, Egypt",4.6,29,30.0351701,31.229060599999997,https://maps.google.com/?cid=10636403300838507047&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True
